Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TotalPeptides/Length	SpectralCount/Length	UniqueSpectralCount/Length	TotalSpectralCount/Length	C_01 Spectral Count	C_02 Spectral Count	C_03 Spectral Count	C_04 Spectral Count	C_05 Spectral Count	C_06 Spectral Count	C_07 Spectral Count	C_08 Spectral Count	T_01 Spectral Count	T_02 Spectral Count	T_03 Spectral Count	T_04 Spectral Count	T_05 Spectral Count	T_06 Spectral Count	T_07 Spectral Count	C_01 Unique Spectral Count	C_02 Unique Spectral Count	C_03 Unique Spectral Count	C_04 Unique Spectral Count	C_05 Unique Spectral Count	C_06 Unique Spectral Count	C_07 Unique Spectral Count	C_08 Unique Spectral Count	T_01 Unique Spectral Count	T_02 Unique Spectral Count	T_03 Unique Spectral Count	T_04 Unique Spectral Count	T_05 Unique Spectral Count	T_06 Unique Spectral Count	T_07 Unique Spectral Count	C_01 Total Spectral Count	C_02 Total Spectral Count	C_03 Total Spectral Count	C_04 Total Spectral Count	C_05 Total Spectral Count	C_06 Total Spectral Count	C_07 Total Spectral Count	C_08 Total Spectral Count	T_01 Total Spectral Count	T_02 Total Spectral Count	T_03 Total Spectral Count	T_04 Total Spectral Count	T_05 Total Spectral Count	T_06 Total Spectral Count	T_07 Total Spectral Count	C_01 Intensity	C_02 Intensity	C_03 Intensity	C_04 Intensity	C_05 Intensity	C_06 Intensity	C_07 Intensity	C_08 Intensity	T_01 Intensity	T_02 Intensity	T_03 Intensity	T_04 Intensity	T_05 Intensity	T_06 Intensity	T_07 Intensity	C_01 MaxLFQ Intensity	C_02 MaxLFQ Intensity	C_03 MaxLFQ Intensity	C_04 MaxLFQ Intensity	C_05 MaxLFQ Intensity	C_06 MaxLFQ Intensity	C_07 MaxLFQ Intensity	C_08 MaxLFQ Intensity	T_01 MaxLFQ Intensity	T_02 MaxLFQ Intensity	T_03 MaxLFQ Intensity	T_04 MaxLFQ Intensity	T_05 MaxLFQ Intensity	T_06 MaxLFQ Intensity	T_07 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7L2E3|DHX30_HUMAN	Q7L2E3	DHX30_HUMAN	DHX30	1194	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DHX30	0.9051	0.9987	1	1	1	1	0.0008375209380234506	0.0008375209380234506	0.0008375209380234506	0.0008375209380234506	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5719672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7L2H7|EIF3M_HUMAN	Q7L2H7	EIF3M_HUMAN	EIF3M	374	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit M	0.9998	0.999	2	10	10	10	0.0053475935828877	0.026737967914438502	0.026737967914438502	0.026737967914438502	0	0	0	0	1	0	0	0	0	0	2	0	3	4	0	0	0	0	0	1	0	0	0	0	0	2	0	3	4	0	0	0	0	0	1	0	0	0	0	0	2	0	3	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11134122.0	0.0	13292190.0	13455071.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6323197.0	0.0	8478131.0	8733763.0	0.0	
sp|Q7L2J0|MEPCE_HUMAN	Q7L2J0	MEPCE_HUMAN	MEPCE	689	Homo sapiens	1:Experimental evidence at protein level	7SK snRNA methylphosphate capping enzyme	0.9998	0.999	2	6	6	6	0.002902757619738752	0.008708272859216255	0.008708272859216255	0.008708272859216255	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1333069.2	13366450.0	2894784.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1498171.8	6208814.0	3253307.8	0.0	
sp|Q7L576|CYFP1_HUMAN	Q7L576	CYFP1_HUMAN	CYFIP1	1253	Homo sapiens	1:Experimental evidence at protein level	Cytoplasmic FMR1-interacting protein 1	1.0	0.999	9	53	22	53	0.007182761372705506	0.04229848363926576	0.017557861133280128	0.04229848363926576	1	0	3	4	5	6	2	0	0	0	7	10	12	3	0	0	0	0	2	1	3	1	0	0	0	3	3	7	2	0	1	0	3	4	5	6	2	0	0	0	7	10	12	3	0	0.0	0.0	35761640.0	52743728.0	62590448.0	69420704.0	47640308.0	0.0	0.0	12804202.0	61432440.0	108593168.0	90202352.0	35870208.0	0.0	0.0	0.0	17358374.0	17378084.0	22323894.0	19460892.0	17854974.0	0.0	0.0	18151138.0	15958930.0	20398184.0	15941538.0	10370532.0	0.0	
sp|Q7L5L3|GDPD3_HUMAN	Q7L5L3	GDPD3_HUMAN	GDPD3	318	Homo sapiens	1:Experimental evidence at protein level	Lysophospholipase D GDPD3	1.0	0.999	3	8	8	8	0.009433962264150943	0.025157232704402517	0.025157232704402517	0.025157232704402517	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	18776898.0	0.0	3821676.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10991439.0	0.0	3821676.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7L5N1|CSN6_HUMAN	Q7L5N1	CSN6_HUMAN	COPS6	327	Homo sapiens	1:Experimental evidence at protein level	COP9 signalosome complex subunit 6	1.0	0.999	3	16	16	16	0.009174311926605505	0.04892966360856269	0.04892966360856269	0.04892966360856269	0	0	0	0	0	0	0	0	6	0	2	0	3	5	0	0	0	0	0	0	0	0	0	6	0	2	0	3	5	0	0	0	0	0	0	0	0	0	6	0	2	0	3	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32175292.0	0.0	22963982.0	17043070.0	37829972.0	29112846.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16759120.0	0.0	14969929.0	17043070.0	19634958.0	20940722.0	0.0	
sp|Q7L9L4|MOB1B_HUMAN	Q7L9L4	MOB1B_HUMAN	MOB1B	216	Homo sapiens	1:Experimental evidence at protein level	MOB kinase activator 1B	1.0	0.999	4	18	0	18	0.018518518518518517	0.08333333333333333	0.0	0.08333333333333333	0	0	2	0	1	0	0	0	0	1	6	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	6	2	2	4	0	0.0	0.0	50958016.0	0.0	0.0	5946852.0	0.0	0.0	0.0	10566475.0	86765920.0	21325024.0	22925132.0	48043168.0	0.0	0.0	0.0	17886118.0	0.0	0.0	9513243.0	0.0	0.0	0.0	11795038.0	26486062.0	12068530.0	14471415.0	19934922.0	0.0	sp|Q9H8S9|MOB1A_HUMAN
sp|Q7LBR1|CHM1B_HUMAN	Q7LBR1	CHM1B_HUMAN	CHMP1B	199	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 1b	0.8989	0.9986	1	2	2	2	0.005025125628140704	0.010050251256281407	0.010050251256281407	0.010050251256281407	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12720754.0	0.0	28596448.0	10794826.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12720754.0	0.0	28596448.0	10794826.0	0.0	
sp|Q7RTS7|K2C74_HUMAN	Q7RTS7	K2C74_HUMAN	KRT74	529	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 74	1.0	0.999	7	6	2	131	0.013232514177693762	0.011342155009451797	0.003780718336483932	0.24763705103969755	0	1	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	5	7	11	8	12	13	6	12	13	8	16	7	4	6	0.0	26025170.0	0.0	0.0	0.0	0.0	13023705.0	15974456.0	0.0	18973542.0	0.0	25713646.0	0.0	0.0	0.0	0.0	26025170.0	0.0	0.0	0.0	0.0	13023705.0	15974456.0	0.0	18973542.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7RTV0|PHF5A_HUMAN	Q7RTV0	PHF5A_HUMAN	PHF5A	110	Homo sapiens	1:Experimental evidence at protein level	PHD finger-like domain-containing protein 5A	0.9238	0.999	1	3	3	3	0.00909090909090909	0.02727272727272727	0.02727272727272727	0.02727272727272727	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6966413.5	7251056.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6966413.5	7251056.5	0.0	
sp|Q7Z2W4|ZCCHV_HUMAN	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	902	Homo sapiens	1:Experimental evidence at protein level	Zinc finger CCCH-type antiviral protein 1	1.0	0.999	7	11	11	11	0.007760532150776054	0.012195121951219513	0.012195121951219513	0.012195121951219513	0	0	0	0	0	1	0	0	0	0	0	2	7	1	0	0	0	0	0	0	1	0	0	0	0	0	2	7	1	0	0	0	0	0	0	1	0	0	0	0	0	2	7	1	0	0.0	0.0	0.0	0.0	0.0	7348357.5	0.0	0.0	0.0	0.0	9782012.0	11822474.0	40315900.0	8260016.0	0.0	0.0	0.0	0.0	0.0	0.0	7552774.5	0.0	0.0	0.0	0.0	10054129.0	7758480.5	13252215.0	5030064.5	0.0	
sp|Q7Z2Z2|EFL1_HUMAN	Q7Z2Z2	EFL1_HUMAN	EFL1	1120	Homo sapiens	1:Experimental evidence at protein level	Elongation factor-like GTPase 1	1.0	0.999	5	8	8	8	0.004464285714285714	0.007142857142857143	0.007142857142857143	0.007142857142857143	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8499334.0	15138084.0	1883132.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5034015.5	3308635.0	6707815.0	0.0	
sp|Q7Z3D6|GLUCM_HUMAN	Q7Z3D6	GLUCM_HUMAN	DGLUCY	616	Homo sapiens	1:Experimental evidence at protein level	D-glutamate cyclase, mitochondrial	1.0	0.999	7	10	10	10	0.011363636363636364	0.016233766233766232	0.016233766233766232	0.016233766233766232	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0.0	0.0	0.0	0.0	0.0	26482010.0	0.0	0.0	0.0	0.0	0.0	62210436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13725545.0	0.0	0.0	0.0	0.0	0.0	13554609.0	0.0	0.0	0.0	
sp|Q7Z3K3|POGZ_HUMAN	Q7Z3K3	POGZ_HUMAN	POGZ	1410	Homo sapiens	1:Experimental evidence at protein level	Pogo transposable element with ZNF domain	1.0	0.999	3	4	4	4	0.002127659574468085	0.0028368794326241137	0.0028368794326241137	0.0028368794326241137	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6561547.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z406|MYH14_HUMAN	Q7Z406	MYH14_HUMAN	MYH14	1995	Homo sapiens	1:Experimental evidence at protein level	Myosin-14	1.0	0.999	83	461	450	956	0.04160401002506266	0.23107769423558897	0.22556390977443608	0.4791979949874687	0	0	21	72	30	72	62	0	80	2	5	82	0	29	6	0	0	21	72	28	71	60	0	79	2	5	78	0	28	6	24	34	97	114	72	113	82	34	102	20	41	121	17	69	16	0.0	100122464.0	336420672.0	1354800260.0	952029440.0	1281054210.0	1209247870.0	0.0	1125294720.0	117543000.0	156056688.0	1303443070.0	19494038.0	299334112.0	42997704.0	0.0	147232384.0	87479944.0	111482720.0	88356160.0	102096408.0	135289296.0	0.0	139482640.0	75895920.0	36689660.0	126699824.0	28686478.0	64535260.0	38639460.0	
sp|Q7Z417|NUFP2_HUMAN	Q7Z417	NUFP2_HUMAN	NUFIP2	695	Homo sapiens	1:Experimental evidence at protein level	FMR1-interacting protein NUFIP2	0.9996	0.999	2	3	3	3	0.0028776978417266188	0.004316546762589928	0.004316546762589928	0.004316546762589928	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5898427.0	9401162.0	5817774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5898427.0	9401162.0	0.0	0.0	
sp|Q7Z434|MAVS_HUMAN	Q7Z434	MAVS_HUMAN	MAVS	540	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial antiviral-signaling protein	1.0	0.999	9	22	22	22	0.016666666666666666	0.040740740740740744	0.040740740740740744	0.040740740740740744	0	0	0	0	3	1	0	0	2	0	1	5	3	7	0	0	0	0	0	3	1	0	0	2	0	1	5	3	7	0	0	0	0	0	3	1	0	0	2	0	1	5	3	7	0	0.0	0.0	0.0	0.0	36831724.0	28623364.0	0.0	0.0	8877078.0	0.0	7477126.0	59747708.0	44516432.0	84220432.0	0.0	0.0	0.0	0.0	0.0	25130712.0	13781202.0	0.0	0.0	5024541.5	0.0	11724690.0	14244102.0	13216061.0	14491830.0	0.0	
sp|Q7Z4G1|COMD6_HUMAN	Q7Z4G1	COMD6_HUMAN	COMMD6	85	Homo sapiens	1:Experimental evidence at protein level	COMM domain-containing protein 6	0.9236	0.999	1	3	3	3	0.011764705882352941	0.03529411764705882	0.03529411764705882	0.03529411764705882	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	6618389.0	0.0	0.0	0.0	0.0	0.0	0.0	3180018.0	0.0	10162421.0	0.0	0.0	0.0	0.0	0.0	6618389.0	0.0	0.0	0.0	0.0	0.0	0.0	3180018.0	0.0	10162421.0	0.0	
sp|Q7Z4H3|HDDC2_HUMAN	Q7Z4H3	HDDC2_HUMAN	HDDC2	204	Homo sapiens	1:Experimental evidence at protein level	5'-deoxynucleotidase HDDC2	1.0	0.999	4	10	10	10	0.0196078431372549	0.049019607843137254	0.049019607843137254	0.049019607843137254	0	0	1	0	0	1	0	0	0	0	0	1	0	7	0	0	0	1	0	0	1	0	0	0	0	0	1	0	7	0	0	0	1	0	0	1	0	0	0	0	0	1	0	7	0	0.0	0.0	12181524.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4362450.0	1834775.9	21438778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4362450.0	1834775.9	14392438.0	0.0	
sp|Q7Z4I7|LIMS2_HUMAN	Q7Z4I7	LIMS2_HUMAN	LIMS2	341	Homo sapiens	1:Experimental evidence at protein level	LIM and senescent cell antigen-like-containing domain protein 2	1.0	0.999	5	9	9	35	0.01466275659824047	0.026392961876832845	0.026392961876832845	0.10263929618768329	1	3	1	2	1	1	0	0	0	0	0	0	0	0	0	1	3	1	2	1	1	0	0	0	0	0	0	0	0	0	1	6	4	5	6	4	0	0	0	0	1	3	2	3	0	18250164.0	51552912.0	0.0	15433344.0	8186069.5	8910082.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20375230.0	25621006.0	0.0	15433344.0	8186069.5	8910082.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z4Q2|HEAT3_HUMAN	Q7Z4Q2	HEAT3_HUMAN	HEATR3	680	Homo sapiens	1:Experimental evidence at protein level	HEAT repeat-containing protein 3	0.9191	0.9989	1	1	1	1	0.0014705882352941176	0.0014705882352941176	0.0014705882352941176	0.0014705882352941176	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	958185.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1589653.1	0.0	0.0	0.0	0.0	0.0	0.0	958185.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1589653.1	0.0	0.0	
sp|Q7Z4V5|HDGR2_HUMAN	Q7Z4V5	HDGR2_HUMAN	HDGFL2	671	Homo sapiens	1:Experimental evidence at protein level	Hepatoma-derived growth factor-related protein 2	1.0	0.999	7	23	23	32	0.010432190760059613	0.03427719821162444	0.03427719821162444	0.04769001490312966	0	0	1	1	4	2	1	0	2	0	1	2	6	3	0	0	0	1	1	4	2	1	0	2	0	1	2	6	3	0	0	0	1	1	5	2	1	0	3	0	3	2	9	5	0	0.0	0.0	9524702.0	0.0	58744588.0	15704212.0	10856774.0	0.0	31446044.0	0.0	31209896.0	25652892.0	90315592.0	40048600.0	0.0	0.0	0.0	9838300.0	0.0	26062706.0	8979062.0	11214230.0	0.0	18059586.0	0.0	17517912.0	13890794.0	26052776.0	14902101.0	0.0	
sp|Q7Z4W1|DCXR_HUMAN	Q7Z4W1	DCXR_HUMAN	DCXR	244	Homo sapiens	1:Experimental evidence at protein level	L-xylulose reductase	1.0	0.999	7	71	71	71	0.028688524590163935	0.29098360655737704	0.29098360655737704	0.29098360655737704	0	0	0	6	5	9	4	0	15	0	0	15	3	14	0	0	0	0	6	5	9	4	0	15	0	0	15	3	14	0	0	0	0	6	5	9	4	0	15	0	0	15	3	14	0	0.0	0.0	0.0	69226480.0	111982624.0	93326752.0	39487812.0	0.0	140705632.0	26681562.0	12787140.0	137923360.0	5278402.0	106211728.0	0.0	0.0	0.0	0.0	34499576.0	34610292.0	31554694.0	25271830.0	0.0	49364956.0	16904946.0	12077420.0	40924708.0	7166973.5	34789652.0	0.0	
sp|Q7Z5K2|WAPL_HUMAN	Q7Z5K2	WAPL_HUMAN	WAPL	1190	Homo sapiens	1:Experimental evidence at protein level	Wings apart-like protein homolog	0.9998	0.9989	1	2	2	2	0.0008403361344537816	0.0016806722689075631	0.0016806722689075631	0.0016806722689075631	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2029255.5	4030131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z5L9|I2BP2_HUMAN	Q7Z5L9	I2BP2_HUMAN	IRF2BP2	587	Homo sapiens	1:Experimental evidence at protein level	Interferon regulatory factor 2-binding protein 2	1.0	0.999	4	18	12	18	0.0068143100511073255	0.030664395229982964	0.020442930153321975	0.030664395229982964	0	0	0	0	1	1	0	0	1	0	2	3	5	5	0	0	0	0	0	1	1	0	0	0	0	2	2	3	3	0	0	0	0	0	1	1	0	0	1	0	2	3	5	5	0	0.0	0.0	0.0	0.0	11743610.0	5897361.0	0.0	0.0	13491137.0	0.0	14119157.0	24795644.0	53804108.0	52505560.0	0.0	0.0	0.0	0.0	0.0	13934517.0	6997582.0	0.0	0.0	12065416.0	0.0	16753249.0	12037274.0	20797766.0	22775514.0	0.0	
sp|Q7Z6E9|RBBP6_HUMAN	Q7Z6E9	RBBP6_HUMAN	RBBP6	1792	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RBBP6	0.9238	0.999	1	1	1	1	0.0005580357142857143	0.0005580357142857143	0.0005580357142857143	0.0005580357142857143	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z6K5|ARPIN_HUMAN	Q7Z6K5	ARPIN_HUMAN	ARPIN	226	Homo sapiens	1:Experimental evidence at protein level	Arpin	0.9087	0.9988	1	2	2	2	0.004424778761061947	0.008849557522123894	0.008849557522123894	0.008849557522123894	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	15274727.0	10669445.0	0.0	0.0	0.0	12767109.0	14249133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15274727.0	10669445.0	0.0	0.0	0.0	12767109.0	14249133.0	0.0	0.0	0.0	
sp|Q7Z6Z7|HUWE1_HUMAN	Q7Z6Z7	HUWE1_HUMAN	HUWE1	4374	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HUWE1	1.0	0.999	30	91	91	91	0.006858710562414266	0.020804755372656608	0.020804755372656608	0.020804755372656608	0	0	0	0	4	3	0	0	1	0	1	23	32	27	0	0	0	0	0	4	3	0	0	1	0	1	23	32	27	0	0	0	0	0	4	3	0	0	1	0	1	23	32	27	0	0.0	0.0	0.0	0.0	40563716.0	13338965.0	0.0	0.0	11572642.0	0.0	13220546.0	165938912.0	148687040.0	122150032.0	0.0	0.0	0.0	0.0	0.0	11116301.0	9872578.0	0.0	0.0	17557508.0	0.0	8567334.0	17534898.0	12593970.0	17007416.0	0.0	
sp|Q7Z739|YTHD3_HUMAN	Q7Z739	YTHD3_HUMAN	YTHDF3	585	Homo sapiens	1:Experimental evidence at protein level	YTH domain-containing family protein 3	1.0	0.999	4	12	4	12	0.006837606837606838	0.020512820512820513	0.006837606837606838	0.020512820512820513	0	0	0	0	0	1	0	0	2	0	1	0	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2	0	1	0	5	3	0	0.0	0.0	0.0	0.0	12611866.0	8165889.5	0.0	0.0	22347520.0	0.0	11602737.0	0.0	23607266.0	10496166.0	0.0	0.0	0.0	0.0	0.0	11201054.0	7252421.5	0.0	0.0	16548116.0	0.0	10304810.0	0.0	15411041.0	20019142.0	0.0	
sp|Q7Z794|K2C1B_HUMAN	Q7Z794	K2C1B_HUMAN	KRT77	578	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1b	1.0	0.999	10	7	6	212	0.01730103806228374	0.012110726643598616	0.010380622837370242	0.36678200692041524	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	8	20	12	15	11	19	15	12	16	16	12	21	10	9	16	0.0	68503872.0	0.0	0.0	0.0	0.0	11511225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19540950.0	0.0	0.0	0.0	0.0	12407400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7Z7F7|RM55_HUMAN	Q7Z7F7	RM55_HUMAN	MRPL55	128	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL55	1.0	0.999	3	10	10	10	0.0234375	0.078125	0.078125	0.078125	0	0	0	0	0	0	0	0	5	0	0	3	0	2	0	0	0	0	0	0	0	0	0	5	0	0	3	0	2	0	0	0	0	0	0	0	0	0	5	0	0	3	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16841576.0	0.0	0.0	22640014.0	2009573.5	1621608.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10495882.0	0.0	0.0	6259610.5	1804071.0	2810656.0	0.0	
sp|Q7Z7H5|TMED4_HUMAN	Q7Z7H5	TMED4_HUMAN	TMED4	227	Homo sapiens	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 4	1.0	0.999	3	4	4	11	0.013215859030837005	0.01762114537444934	0.01762114537444934	0.048458149779735685	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	5	0	0	2	2	1	0	0.0	0.0	0.0	0.0	9078289.0	0.0	0.0	0.0	23233318.0	0.0	0.0	6598344.5	11197615.0	0.0	0.0	0.0	0.0	0.0	0.0	9078289.0	0.0	0.0	0.0	15539679.0	0.0	0.0	6598344.5	11197615.0	0.0	0.0	
sp|Q7Z7H8|RM10_HUMAN	Q7Z7H8	RM10_HUMAN	MRPL10	261	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL10m	0.9238	0.999	1	4	4	4	0.0038314176245210726	0.01532567049808429	0.01532567049808429	0.01532567049808429	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1755971.0	0.0	2616813.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1755971.0	0.0	2616813.2	0.0	
sp|Q7Z7K6|CENPV_HUMAN	Q7Z7K6	CENPV_HUMAN	CENPV	275	Homo sapiens	1:Experimental evidence at protein level	Centromere protein V	0.9238	0.999	1	1	1	1	0.0036363636363636364	0.0036363636363636364	0.0036363636363636364	0.0036363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
